"","Spp_ID","Binomial","No.Records","No.Localities","Body_mass.g.n","Body_mass.g.mean","Body_mass.g.sd","Body_mass.g.median","Body_mass.g.min","Body_mass.g.max","Body_mass.g.se","Body_length.mm.n","Body_length.mm.mean","Body_length.mm.sd","Body_length.mm.median","Body_length.mm.min","Body_length.mm.max","Body_length.mm.se","Wing_length.mm.n","Wing_length.mm.mean","Wing_length.mm.sd","Wing_length.mm.median","Wing_length.mm.min","Wing_length.mm.max","Wing_length.mm.se","Tail_length.mm.n","Tail_length.mm.mean","Tail_length.mm.sd","Tail_length.mm.median","Tail_length.mm.min","Tail_length.mm.max","Tail_length.mm.se","Tarsus_length.mm.n","Tarsus_length.mm.mean","Tarsus_length.mm.sd","Tarsus_length.mm.median","Tarsus_length.mm.min","Tarsus_length.mm.max","Tarsus_length.mm.se","Bill_length.mm.n","Bill_length.mm.mean","Bill_length.mm.sd","Bill_length.mm.median","Bill_length.mm.min","Bill_length.mm.max","Bill_length.mm.se","Bill_depth.mm.n","Bill_depth.mm.mean","Bill_depth.mm.sd","Bill_depth.mm.median","Bill_depth.mm.min","Bill_depth.mm.max","Bill_depth.mm.se","Bill_width.mm.n","Bill_width.mm.mean","Bill_width.mm.sd","Bill_width.mm.median","Bill_width.mm.min","Bill_width.mm.max","Bill_width.mm.se"
"413",413,"Mackenziaena leachii",11,10,10,64.69,4.64,65.25,56,70,1.47,4,277.5,11.93,282,260,286,5.97,0,NA,NA,NA,Inf,-Inf,NA,4,105.88,22.85,95.5,92.5,140,11.43,4,38.12,2.89,38.9,34,40.7,1.44,2,19.25,1.06,19.25,18.5,20,0.75,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA
"414",414,"Myiopagis caniceps",11,8,11,11.95,2.29,11,9.5,17,0.69,6,127.33,9.89,126,117,142,4.04,5,60.6,2.97,62,57,64,1.33,7,53.43,2.57,54,49,56,0.97,5,19.64,4.68,18.2,16.4,27.9,2.09,2,10.85,0.35,10.85,10.6,11.1,0.25,5,3.56,0.2,3.44,3.4,3.8,0.09,5,6.37,1.76,7.2,4.27,8.4,0.79
"415",415,"Oxyruncus cristatus",11,7,11,44.23,3.13,44.5,40,50,0.94,8,173.62,10.76,175,158,190,3.8,2,92.5,4.95,92.5,89,96,3.5,6,66.95,8.33,65,58.7,82,3.4,2,22.5,2.97,22.5,20.4,24.6,2.1,6,15.2,0.93,15.1,14,16.5,0.38,5,7.24,1.71,7.3,5.1,8.9,0.76,5,9.12,2.97,10,5.1,11.8,1.33
"416",416,"Phylloscartes kronei",11,2,11,8.73,0.65,9,8,10,0.19,9,126,6,125,120,140,2,2,50.5,0.71,50.5,50,51,0.5,11,51.3,3.72,50,47,58.5,1.12,2,17.85,2.47,17.85,16.1,19.6,1.75,11,11.54,1.12,11.1,10.4,13.6,0.34,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA
"417",417,"Pionus maximiliani",11,6,8,256,72.22,278.5,86,308,25.53,9,290.11,29.94,295,226,330,9.98,6,181.17,22.32,188.5,140,205,9.11,8,126.25,42.59,106,90,196,15.06,8,18.85,4.36,20.75,9.5,23.3,1.54,0,NA,NA,NA,Inf,-Inf,NA,6,27.9,4.29,29.4,19.4,30.7,1.75,6,17.25,2.39,17.95,12.7,19.68,0.98
"418",418,"Strix virgata",11,11,11,270.09,63.23,298,130,362,19.07,11,333.36,29.74,340,257,365,8.97,10,233.6,42.62,249,140,270,13.48,10,164.3,33.12,163,104,240,10.47,10,47.56,6.76,48.22,36.7,57.5,2.14,1,23.5,NA,23.5,23.5,23.5,NA,10,19.78,3.72,19.7,13,27.95,1.18,10,21.46,5.61,24.06,13.3,27.9,1.77
"419",419,"Tityra cayana",11,6,10,71.3,5.56,71,60,80,1.76,4,213.75,15.88,221,190,223,7.94,1,124,NA,124,124,124,NA,5,73.06,4.43,74,66.07,78,1.98,0,NA,NA,NA,Inf,-Inf,NA,11,23.93,2.44,24,21,28,0.74,10,11.16,1.16,10.95,9,13,0.37,10,14.66,1.85,14.35,12.5,18.54,0.59
"420",420,"Arundinicola leucocephala",10,5,10,14.4,4.62,13,11,27,1.46,9,123.78,6.94,120,118,139,2.31,9,59.22,5.22,60,48,64.4,1.74,9,46.89,8.76,46,36,68,2.92,9,16.99,0.45,16.8,16.5,17.9,0.15,9,16.29,2.61,14.5,13.4,19.7,0.87,7,6.06,3.8,4.6,3.8,14.6,1.43,7,8.2,1.82,8.4,5.7,10,0.69
"421",421,"Campylorhamphus trochilirostris",10,8,10,37.5,2.52,37.5,33.5,42,0.8,8,253,11.53,255,234,267,4.08,5,93.76,5.68,94.9,84,98.4,2.54,6,87.12,9.38,85.1,74.5,100,3.83,5,20.12,2.14,20.7,16.4,21.6,0.96,6,59.52,1.38,59.4,57.7,61.9,0.56,5,6.37,0.5,6.52,5.75,7,0.22,5,10.73,1.3,10.55,9.6,12.9,0.58
"422",422,"Chloroceryle inda",10,2,9,80.22,54.48,62,55,225,18.16,10,258.9,12.49,262,225,270,3.95,1,91.85,NA,91.85,91.85,91.85,NA,10,71.11,3.4,72,62.05,74,1.07,1,10.35,NA,10.35,10.35,10.35,NA,10,52.05,2.46,52.05,47.2,56,0.78,1,11.23,NA,11.23,11.23,11.23,NA,1,13.1,NA,13.1,13.1,13.1,NA
"423",423,"Cistothorus platensis",10,6,9,7.89,0.69,7.5,7.4,9.15,0.23,10,109.4,4.93,110.5,98,116,1.56,1,40.3,NA,40.3,40.3,40.3,NA,1,40.4,NA,40.4,40.4,40.4,NA,1,14.8,NA,14.8,14.8,14.8,NA,1,12.4,NA,12.4,12.4,12.4,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA
"424",424,"Conirostrum speciosum",10,8,8,9.3,0.87,9.5,8.25,10.31,0.31,5,110.44,8.5,110,99,123,3.8,4,57.92,2.9,58.7,53.9,60.4,1.45,8,42.14,1.94,42.35,39,45,0.69,4,17.2,1.48,17.8,15,18.2,0.74,7,10.43,0.94,9.8,9.6,12,0.36,2,3.8,0.14,3.8,3.7,3.9,0.1,2,3.95,0.78,3.95,3.4,4.5,0.55
"425",425,"Crypturellus parvirostris",10,6,10,131.8,102.94,183,8.5,250,32.55,6,163.67,70.44,167.5,85,241,28.76,1,117.7,NA,117.7,117.7,117.7,NA,3,42,5.2,45,36,45,3,1,31,NA,31,31,31,NA,3,19.37,2.65,19.4,16.7,22,1.53,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA
"426",426,"Eupsittula aurea",10,6,9,89.56,5.88,90,79.5,99,1.96,10,278.2,12.73,281,257,295,4.03,4,131.25,9.74,135,117,138,4.87,4,149,2,150,146,150,1,4,15.95,2.63,15.7,13,19.4,1.31,4,18.05,0.74,18,17.2,19,0.37,4,19.38,0.52,19.52,18.63,19.84,0.26,4,12.5,0.49,12.31,12.14,13.23,0.25
"427",427,"Glaucis dohrnii",10,3,10,6.47,0.96,6,5,8,0.3,8,120.25,4.06,119,118,130,1.44,3,58.33,13.2,61,44,70,7.62,9,43.06,6.97,41.5,37,61,2.32,0,NA,NA,NA,Inf,-Inf,NA,9,29.76,2.36,30,26,33,0.79,1,4.16,NA,4.16,4.16,4.16,NA,1,3.67,NA,3.67,3.67,3.67,NA
"428",428,"Hemithraupis ruficapilla",10,7,10,11.75,0.65,11.62,11,12.5,0.2,8,135.88,6.9,136.5,122,145,2.44,1,65.3,NA,65.3,65.3,65.3,NA,1,54,NA,54,54,54,NA,1,16,NA,16,16,16,NA,3,12.59,2.12,11.77,11,15,1.23,2,5.21,0.54,5.21,4.82,5.59,0.38,2,8.18,0.56,8.18,7.78,8.57,0.4
"429",429,"Hemitriccus striaticollis",10,5,10,7.71,0.64,8,7,8.5,0.2,9,111.22,9.05,115,91,121,3.02,10,50.1,3.41,50.02,46,58,1.08,10,38.75,1.81,38.75,35,42,0.57,10,18.57,1.98,17.84,17.4,24,0.63,10,12.6,0.65,12.4,11.82,13.6,0.21,10,3.99,0.47,3.93,3,4.8,0.15,10,5.89,1.08,5.45,4.89,7.4,0.34
"430",430,"Herpetotheres cachinnans",10,2,7,561.14,110.26,609,367,685,41.67,9,280.62,105.72,299,113.9,390,35.24,1,295,NA,295,295,295,NA,1,203,NA,203,203,203,NA,1,67.5,NA,67.5,67.5,67.5,NA,1,28,NA,28,28,28,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA
"431",431,"Orthogonys chloricterus",10,5,10,38.1,4.98,37.5,30,50,1.57,8,203.5,8.09,205.5,184,210,2.86,2,96.1,5.8,96.1,92,100.2,4.1,8,85.84,3.49,86.05,80,91,1.23,2,25.4,3.11,25.4,23.2,27.6,2.2,8,18.04,2.12,18.85,13,19.3,0.75,3,9.3,1.21,9.1,8.2,10.6,0.7,2,9.55,0.78,9.55,9,10.1,0.55
"432",432,"Picumnus pernambucensis",10,9,7,7.93,1.84,8,4,9.5,0.69,9,87.98,5.24,90,81.03,95,1.75,0,NA,NA,NA,Inf,-Inf,NA,10,36.99,13.07,27.95,25.46,56,4.13,4,12.8,1.73,12.41,11.2,15.2,0.86,10,10.99,2.55,11.02,4.5,14,0.81,8,5.33,0.67,5.2,4.68,6.9,0.24,8,6.32,0.42,6.38,5.58,6.93,0.15
"433",433,"Progne chalybea",10,6,5,40.97,5.52,42,34.85,48,2.47,9,180.25,16.68,183,140,198,5.56,3,98.33,40.46,77,73,145,23.36,8,90.56,31.77,77.52,68.27,143,11.23,3,15.2,1.87,14.6,13.7,17.3,1.08,7,12.68,1.78,13.31,10,14.95,0.67,8,5.11,0.59,4.96,4.4,6.38,0.21,8,14.91,0.98,15.16,13.67,16.16,0.35
"434",434,"Pyriglena leuconota",10,1,10,33.3,2.36,33.5,30,37,0.75,6,163.83,30.88,168,106,195,12.61,0,NA,NA,NA,Inf,-Inf,NA,6,70.62,4.94,70.35,65,76,2.02,0,NA,NA,NA,Inf,-Inf,NA,9,18.47,1.06,18.5,17.1,20,0.35,9,5.78,0.89,6,3.8,6.8,0.3,9,10.22,0.58,10,9.5,11.2,0.19
"435",435,"Stephanoxis lalandi",10,8,9,3.52,0.81,3.3,3,5.6,0.27,7,90,7.09,88,82,99,2.68,0,NA,NA,NA,Inf,-Inf,NA,3,32,1,32,31,33,0.58,0,NA,NA,NA,Inf,-Inf,NA,3,13,0.56,12.9,12.5,13.6,0.32,3,1.73,0.15,1.7,1.6,1.9,0.09,3,4.07,0.45,4.1,3.6,4.5,0.26
"436",436,"Amazonetta brasiliensis",9,6,8,458.88,118.44,488,185,590,41.87,8,309.32,143.27,383.5,84,415,50.65,8,176.75,27.67,184,110,195,9.78,8,88.16,15.36,90,65,105,5.43,8,36.67,3.69,36.1,30.1,42,1.31,4,40.3,3.88,40.2,35.8,45,1.94,5,16.48,0.38,16.4,16,17,0.17,5,13.9,1.95,14.3,10.6,15.6,0.87
"437",437,"Anopetia gounellei",9,5,9,3.16,0.24,3.2,2.7,3.5,0.08,9,122.67,3.12,122,119,127,1.04,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA
"438",438,"Cacicus cela",9,4,7,79.93,18.75,69,61.5,100,7.09,4,250.95,12.45,251.75,235.3,265,6.22,5,130.2,6.87,128,125,142,3.07,9,97.37,6.42,95.44,90,108.14,2.14,0,NA,NA,NA,Inf,-Inf,NA,9,33.46,1.56,34.2,31,35.2,0.52,4,14.68,1.01,14.44,13.81,16.02,0.51,4,12.62,0.69,12.69,11.72,13.39,0.34
"439",439,"Emberizoides ypiranganus",9,7,8,20.9,5.56,21.5,11,27,1.97,6,182.25,15.42,184.25,158,205,6.3,3,64.83,5.35,66,59,69.5,3.09,5,79.2,22.26,78,56,106,9.96,5,21.58,1.65,21,20.6,24.5,0.74,0,NA,NA,NA,Inf,-Inf,NA,5,7.26,0.9,7.6,6.2,8.2,0.4,5,6.86,1.52,7.4,5,8.4,0.68
"440",440,"Eupsittula cactorum",9,2,9,67.34,17.03,72.5,23.6,82,5.68,1,805,NA,805,805,805,NA,1,131.9,NA,131.9,131.9,131.9,NA,1,112,NA,112,112,112,NA,1,13.7,NA,13.7,13.7,13.7,NA,1,21.8,NA,21.8,21.8,21.8,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA
"441",441,"Furnarius figulus",9,7,9,33.39,2.3,33.5,30.5,37,0.77,9,173.78,7.34,175,159,184,2.45,4,66.5,15.78,60,56,90,7.89,4,88.5,25.37,88,58,120,12.69,3,26.37,1.52,26.1,25,28,0.88,4,20.32,1.89,19.65,19,23,0.94,4,5.6,0.71,5.36,5.05,6.63,0.36,4,7.78,0.66,7.78,7.17,8.4,0.33
"442",442,"Heliactin bilophus",9,6,9,4.48,5.83,2.5,2,20,1.94,9,118.56,22.44,111,100,160,7.48,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA
"443",443,"Hirundinea ferruginea",9,7,8,25.86,3.01,26,22,32,1.07,9,175.67,11.67,172,161,191,3.89,1,72,NA,72,72,72,NA,3,86,20.88,76,72,110,12.06,1,14,NA,14,14,14,NA,3,16.07,2.27,15.4,14.2,18.6,1.31,2,4.6,0.14,4.6,4.5,4.7,0.1,2,7.95,1.06,7.95,7.2,8.7,0.75
"444",444,"Laterallus leucopyrrhus",9,7,9,41.06,5.38,42,34,49,1.79,7,163.57,13.77,164,141,185,5.2,8,79.71,4.36,80.5,71,86,1.54,9,51.02,8.47,47,41,65,2.82,6,32.95,3.6,32.55,29,39,1.47,1,16.1,NA,16.1,16.1,16.1,NA,6,7.33,0.47,7.15,7,8.2,0.19,6,7,0.85,7.15,6,8,0.35
"445",445,"Legatus leucophaius",9,9,4,23,2.27,23.5,20,25,1.14,8,152.12,12.78,150,138,175,4.52,5,84.38,3.26,85.6,78.8,86.8,1.46,6,61.43,3.52,61.55,56.3,66.9,1.44,5,15.18,0.47,15,14.9,16,0.21,6,10.1,1.03,9.9,8.9,11.9,0.42,5,5.38,0.64,5.3,4.5,6,0.29,5,6.24,0.86,6.5,5.2,7.2,0.38
"446",446,"Picumnus pygmaeus",9,7,7,10.48,0.45,10.25,10,11.2,0.17,7,104,7.9,105,89,113,2.98,2,52,2.83,52,50,54,2,3,39.67,13.43,34,30,55,7.75,1,11.83,NA,11.83,11.83,11.83,NA,3,12.27,1.26,11.7,11.4,13.71,0.73,1,4.81,NA,4.81,4.81,4.81,NA,1,5.66,NA,5.66,5.66,5.66,NA
"447",447,"Piranga flava",9,7,8,39.29,1.29,39.75,37,41,0.46,8,192,10.56,193,177,203,3.73,5,93.38,1.22,93,91.8,95,0.54,5,72.14,3.85,74.8,67,75,1.72,5,23.58,2.87,22.8,20.9,27,1.28,5,20.02,2.63,18.2,18,23.5,1.17,3,10.33,0.23,10.2,10.2,10.6,0.13,4,10.48,0.66,10.27,10,11.4,0.33
"448",448,"Scytalopus speluncae",9,8,9,13.82,1.83,14,10,16,0.61,8,119.75,8.21,120,102,128,2.9,1,49,NA,49,49,49,NA,3,41.6,4.93,41,37,46.8,2.84,3,19.43,0.59,19.2,19,20.1,0.34,1,9.4,NA,9.4,9.4,9.4,NA,1,4.4,NA,4.4,4.4,4.4,NA,1,6.7,NA,6.7,6.7,6.7,NA
"449",449,"Sporophila collaris",9,5,6,11.83,1.13,11.35,10.8,13.5,0.46,5,118,4.18,119,112,123,1.87,4,53,1.52,52.85,51.3,55,0.76,4,44.88,1.99,44.7,43,47.1,1,4,15.28,0.72,15.26,14.6,16,0.36,0,NA,NA,NA,Inf,-Inf,NA,1,7.92,NA,7.92,7.92,7.92,NA,1,7.16,NA,7.16,7.16,7.16,NA
"450",450,"Tangara cyanomelas",9,6,8,18.72,1.87,18.5,16,21,0.66,8,131.62,9.25,132.07,116,143,3.27,4,58.5,11.39,55,49,75,5.69,9,58.76,10.94,52.86,49.17,75,3.65,3,17.23,0.25,17.2,17,17.5,0.15,9,13.27,1.38,13.28,10.8,14.89,0.46,8,5.31,0.34,5.25,4.99,6.08,0.12,8,7.32,0.66,7.14,6.49,8.34,0.23
"451",451,"Anthracothorax nigricollis",8,8,7,7.24,0.24,7.3,7,7.5,0.09,5,106.28,11,103.85,98.24,125,4.92,3,67.67,2.52,68,65,70,1.45,8,40.39,10.65,36.5,33.01,65,3.77,0,NA,NA,NA,Inf,-Inf,NA,7,24.44,2.34,24.4,21.11,27.6,0.88,5,2.5,0.3,2.56,2,2.82,0.14,5,5.13,1.63,4.59,3.97,8,0.73
"452",452,"Arremon franciscanus",8,3,8,23.99,1.73,24.1,21,27,0.61,8,155,5.63,156,142,160,1.99,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA
"453",453,"Brotogeris chiriri",8,6,6,61.67,19.75,70,22,73,8.06,5,296.6,147.46,237,221,560,65.95,3,112.1,7.23,115.5,103.8,117,4.17,3,98.17,2.58,98.6,95.4,100.5,1.49,3,14.2,2.91,14.9,11,16.7,1.68,3,18.17,1.17,17.7,17.3,19.5,0.68,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA
"454",454,"Casiornis fuscus",8,5,8,20.04,1.36,20,18.25,22,0.48,6,178.33,5.54,177.5,172,186,2.26,2,84.5,2.12,84.5,83,86,1.5,2,79.25,2.47,79.25,77.5,81,1.75,2,20.62,2.09,20.62,19.15,22.1,1.48,2,14.59,2.1,14.59,13.1,16.07,1.49,2,4.22,1.73,4.22,3,5.44,1.22,2,7.52,2.01,7.52,6.1,8.94,1.42
"455",455,"Chaetura meridionalis",8,7,7,20.26,4.5,22,15,26.2,1.7,7,127.29,19.7,124,106,160,7.44,4,130.1,4.18,130.2,126,134,2.09,5,39.2,1.64,40,37,41,0.73,4,12.25,1.2,12.15,10.9,13.8,0.6,1,5.1,NA,5.1,5.1,5.1,NA,5,7.18,4.12,9.4,2.7,10.9,1.84,5,10.66,3.36,10.8,5.2,14.1,1.5
"456",456,"Eleothreptus anomalus",8,5,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,8,88.75,3.99,89,82,94,1.41,8,21.28,1.01,21.07,19.64,22.97,0.36,8,8.98,0.38,8.81,8.57,9.56,0.13,5,3.81,0.35,3.75,3.48,4.29,0.15,8,6.74,0.69,6.81,5.75,7.82,0.24
"457",457,"Knipolegus franciscanus",8,4,8,17.89,1.52,17.05,16.5,20.5,0.54,8,156.12,8.61,154.5,146,175,3.04,1,88,NA,88,88,88,NA,1,79.8,NA,79.8,79.8,79.8,NA,1,19.8,NA,19.8,19.8,19.8,NA,1,17,NA,17,17,17,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA
"458",458,"Leptasthenura setaria",8,5,8,13.07,7.65,10.7,8,31.8,2.7,2,179,11.31,179,171,187,8,1,56,NA,56,56,56,NA,5,69.4,25.63,58.5,55.5,115,11.46,5,20.33,0.94,20.1,19.1,21.65,0.42,0,NA,NA,NA,Inf,-Inf,NA,1,3.6,NA,3.6,3.6,3.6,NA,1,5.8,NA,5.8,5.8,5.8,NA
"459",459,"Milvago chimachima",8,8,8,272.75,61.85,281,162,375,21.87,8,388.62,22.2,391.5,350,429,7.85,5,292.2,7.43,294,280,300,3.32,4,194,19.54,199.5,166,211,9.77,5,59.8,4.97,58.5,54.3,65,2.22,0,NA,NA,NA,Inf,-Inf,NA,5,14.52,0.98,14.9,13.1,15.6,0.44,5,16.14,3.85,16.9,11.6,20,1.72
"460",460,"Myiozetetes cayanensis",8,6,8,31.81,3.9,31.75,27,40,1.38,6,186.67,6.19,186.5,180,195,2.53,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA
"461",461,"Nemosia pileata",8,5,7,16.57,2.7,16,14,22,1.02,6,126.87,10.37,123.59,116.53,142,4.24,4,71.25,3.95,70.5,68,76,1.97,8,47.67,2.8,47,43.79,53.6,0.99,2,17.6,0.57,17.6,17.2,18,0.4,8,12.92,1.33,12.8,11.9,16,0.47,4,5.49,0.49,5.36,5.1,6.14,0.24,4,7.63,0.22,7.73,7.3,7.78,0.11
"462",462,"Nycticorax nycticorax",8,8,8,760.62,338.74,794.5,192,1414,119.76,8,531.88,89.43,566.5,365,601,31.62,5,290.6,18.53,295,260,310,8.29,6,121.76,10.63,121.5,110,134,4.34,5,84.98,9.82,83.4,74.6,96.2,4.39,1,111,NA,111,111,111,NA,5,24.66,1.99,24,22.7,27.8,0.89,4,27.38,3.91,28.15,22.2,31,1.96
"463",463,"Phacellodomus erythrophthalmus",8,6,8,24.65,2.78,25,18.5,28,0.98,7,196.57,8.83,197,185,210,3.34,0,NA,NA,NA,Inf,-Inf,NA,1,81,NA,81,81,81,NA,0,NA,NA,NA,Inf,-Inf,NA,1,13.4,NA,13.4,13.4,13.4,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA
"464",464,"Podager nacunda",8,6,3,171,37.64,187,128,198,21.73,3,240.67,56.58,250,180,292,32.67,2,252.5,3.54,252.5,250,255,2.5,6,126.17,10.32,126,110,139,4.21,7,28.28,3,27.68,25,34.5,1.13,5,9.13,0.72,8.97,8.12,10.02,0.32,5,4.3,0.17,4.38,4,4.4,0.08,7,12.54,10.54,8.02,6.77,36,3.98
"465",465,"Pteroglossus bailloni",8,5,5,144.6,11.41,140,133,160,5.1,2,384,14.14,384,374,394,10,1,131,NA,131,131,131,NA,2,165.5,6.36,165.5,161,170,4.5,1,40.3,NA,40.3,40.3,40.3,NA,4,57,9.58,57.05,47.5,66.4,4.79,5,24.22,1.97,24.2,22.1,26.7,0.88,5,23.2,1.87,22.5,21.4,25.9,0.83
"466",466,"Sporophila ardesiaca",8,3,0,NA,NA,NA,Inf,-Inf,NA,1,115,NA,115,115,115,NA,7,54.49,1.81,54.5,51.4,56.8,0.69,5,45.84,2.3,45.8,42.7,48.1,1.03,7,16.06,1,15.9,14.7,17.8,0.38,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA
"467",467,"Calliphlox amethystina",7,6,5,2.44,0.44,2.3,2,3,0.2,5,84.6,9.24,80,75,95,4.13,1,36.1,NA,36.1,36.1,36.1,NA,3,26.87,9.21,21.7,21.4,37.5,5.32,0,NA,NA,NA,Inf,-Inf,NA,2,12.4,0.57,12.4,12,12.8,0.4,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA
"468",468,"Chamaeza meruloides",7,5,4,72.25,7.97,73,62,81,3.99,2,212,16.97,212,200,224,12,3,94,6.08,91,90,101,3.51,6,74.5,7.64,71.5,66,84,3.12,3,38.57,2.11,38,36.8,40.9,1.22,5,15.38,3.18,16,11.1,19.8,1.42,2,6.4,0.57,6.4,6,6.8,0.4,2,7.5,0.71,7.5,7,8,0.5
"469",469,"Cinclodes espinhacensis",7,3,7,46.69,4.49,48.2,40,52.2,1.7,7,197.43,28.31,211,150,225,10.7,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA
"470",470,"Coccyzus americanus",7,6,5,65.4,19.71,61,47,98,8.81,4,280,12.03,284,263,289,6.01,4,140.45,7.92,140.6,130.6,150,3.96,4,136.93,7.29,140.45,126,140.8,3.65,4,32.23,4.74,31.51,27.8,38.09,2.37,5,27.32,1.08,27,26.08,28.75,0.48,3,9.73,0.42,9.6,9.4,10.2,0.24,4,13.61,2.54,13.04,11.35,17.03,1.27
"471",471,"Contopus cinereus",7,6,7,10.33,0.64,10,9.6,11,0.24,6,138.17,7,140,125,146,2.86,2,68.3,1.84,68.3,67,69.6,1.3,4,60.48,2.32,60.2,58,63.5,1.16,1,12.3,NA,12.3,12.3,12.3,NA,4,12.6,2.46,12.3,10,15.8,1.23,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA
"472",472,"Euphonia chalybea",7,6,7,17.76,1.82,18,15,20.5,0.69,5,121.2,7.79,120,110,130,3.48,3,67.67,2.52,68,65,70,1.45,7,48.17,13.01,42,37.4,67.2,4.92,4,18.07,2.87,17.2,15.7,22.2,1.43,2,9.75,0.78,9.75,9.2,10.3,0.55,3,8.53,1.54,7.8,7.5,10.3,0.89,3,8.8,1.01,9,7.7,9.7,0.59
"473",473,"Muscipipra vetula",7,6,7,28.65,4.06,27.5,24.28,37,1.53,4,217,10.42,217.5,205,228,5.21,2,107.5,3.54,107.5,105,110,2.5,6,126.75,28.96,115.75,108,185,11.82,5,21.49,1.77,21,19.32,23.8,0.79,2,15.25,2.19,15.25,13.7,16.8,1.55,2,6.04,1.05,6.04,5.3,6.78,0.74,2,10.7,0.42,10.7,10.4,11,0.3
"474",474,"Myiarchus tuberculifer",7,5,6,17.84,3.24,17.12,14.8,24,1.32,3,165.33,14.05,164,152,180,8.11,4,72.25,5.68,72.5,66,78,2.84,5,68.4,5.32,68,61,76,2.38,1,17.9,NA,17.9,17.9,17.9,NA,5,17.54,2.22,17.1,15.9,21.4,0.99,2,5.11,0.44,5.11,4.8,5.42,0.31,3,8.67,1.01,9.23,7.5,9.28,0.59
"475",475,"Phaethornis margarettae",7,5,7,6,0.82,6,5,7,0.31,5,158,5.66,162,150,162,2.53,4,62.33,5.49,62.94,56.42,67,2.75,7,65.09,6.34,67,54.58,73.08,2.39,0,NA,NA,NA,Inf,-Inf,NA,7,41.59,4.57,40.8,34.3,48,1.73,3,3.7,0.76,3.61,2.98,4.5,0.44,3,4.37,1.52,3.73,3.28,6.1,0.87
"476",476,"Phyllomyias virescens",7,6,5,10,0.14,10,9.8,10.2,0.06,3,117.33,27.79,127,86,139,16.05,2,59.6,2.26,59.6,58,61.2,1.6,5,53,14.61,60.5,30,64.5,6.53,4,16.79,2.8,16.92,13.3,20,1.4,0,NA,NA,NA,Inf,-Inf,NA,2,3.5,0.71,3.5,3,4,0.5,3,6.78,0.7,7,6,7.35,0.4
"477",477,"Procnias nudicollis",7,5,6,132.67,21.01,132,110,169,8.58,4,235,70.36,252.5,135,300,35.18,5,153,9.14,153,143,166,4.09,6,84.17,12.3,84.5,69,105,5.02,4,30.43,1.82,30.5,28.7,32,0.91,3,16.1,4.63,16.7,11.2,20.4,2.67,6,7.58,1.07,7.5,6.4,9,0.44,6,18.45,5.42,19,10.1,24.8,2.21
